Gen	theta_1M	theta_2T	theta_3N	theta_4R	theta_5S	theta_6X	theta_7Y	tau_4R	tau_5S	tau_6X	tau_7Y	phi_X	phi_Y	lnL
71650	0.001404	0.002225	0.013482	0.004865	0.006657	0.006198	0.007518	0.004784	0.002963	0.000587	0.000587	0.642739	0.897386	-156170.120
71655	0.001471	0.002683	0.012945	0.005201	0.006000	0.006816	0.007252	0.004983	0.003147	0.000615	0.000615	0.674030	0.905728	-156210.083
71660	0.001394	0.002544	0.014258	0.004932	0.005827	0.006723	0.005993	0.004725	0.002928	0.000583	0.000583	0.664779	0.922561	-156128.915
71665	0.001467	0.002676	0.013891	0.004937	0.006017	0.007070	0.006167	0.005066	0.003114	0.000614	0.000614	0.616608	0.941433	-156167.614
71670	0.001454	0.002457	0.013326	0.004896	0.004656	0.007451	0.008683	0.005025	0.003223	0.000657	0.000657	0.588971	0.921397	-156155.341
71675	0.001482	0.002753	0.013814	0.005158	0.004457	0.007456	0.007837	0.005057	0.003451	0.000636	0.000636	0.578745	0.861683	-156140.768
71680	0.001428	0.002653	0.013534	0.004972	0.003575	0.006083	0.007533	0.004874	0.003368	0.000613	0.000613	0.580694	0.913455	-156193.098
71685	0.001428	0.002200	0.014940	0.004972	0.003354	0.006812	0.007548	0.004874	0.003542	0.000613	0.000613	0.580694	0.903345	-156196.017
71690	0.001458	0.002246	0.015825	0.005076	0.003313	0.006616	0.008368	0.004976	0.003716	0.000625	0.000625	0.568961	0.876428	-156109.685
71695	0.001386	0.002135	0.012688	0.004586	0.003053	0.006614	0.008366	0.004730	0.003624	0.000594	0.000594	0.611538	0.907706	-156229.404
71700	0.001435	0.002212	0.014769	0.004750	0.002953	0.007198	0.010234	0.004900	0.003977	0.000669	0.000669	0.540138	0.907706	-156192.332
71705	0.001966	0.002327	0.013717	0.005277	0.003136	0.006839	0.011795	0.005154	0.004150	0.000816	0.000816	0.532319	0.907706	-156165.580
71710	0.001815	0.003074	0.014117	0.004886	0.002808	0.006315	0.008234	0.004760	0.003929	0.000853	0.000853	0.518812	0.907706	-156166.588
71715	0.001888	0.003196	0.014007	0.004665	0.003249	0.005850	0.010389	0.004950	0.003761	0.000971	0.000971	0.539238	0.940079	-156162.723
71720	0.001822	0.003690	0.012866	0.004501	0.003673	0.006798	0.010841	0.004776	0.003590	0.000894	0.000894	0.542417	0.949389	-156186.373
71725	0.002222	0.003398	0.013217	0.004672	0.003919	0.006280	0.008969	0.004958	0.003651	0.001004	0.001004	0.600879	0.949389	-156219.753
71730	0.002222	0.003975	0.013885	0.004672	0.003840	0.006705	0.008898	0.004958	0.003702	0.001168	0.001168	0.568714	0.949389	-156262.642
71735	0.002298	0.004111	0.015884	0.004831	0.003980	0.006097	0.011276	0.005126	0.003819	0.001227	0.001227	0.547041	0.949389	-156226.673
71740	0.002196	0.003928	0.014270	0.005013	0.004643	0.005827	0.007641	0.004899	0.003610	0.001173	0.001173	0.570670	0.949389	-156213.662
71745	0.002196	0.003286	0.014979	0.005013	0.004065	0.005749	0.006132	0.004899	0.003714	0.001009	0.001009	0.588214	0.949389	-156238.122
71750	0.002294	0.003329	0.016537	0.005239	0.004383	0.008560	0.007415	0.005119	0.003793	0.000970	0.000970	0.513706	0.949389	-156184.672
71755	0.002157	0.002969	0.015084	0.004924	0.002974	0.009385	0.006711	0.004812	0.003754	0.000806	0.000806	0.451982	0.969278	-156180.125
71760	0.002158	0.002971	0.015666	0.004804	0.002899	0.009901	0.006176	0.004758	0.003834	0.000862	0.000862	0.438496	0.969278	-156183.737
71765	0.002127	0.002928	0.014365	0.004620	0.003699	0.009539	0.007644	0.004722	0.003410	0.000920	0.000920	0.495255	0.969278	-156182.180
71770	0.002216	0.003051	0.014241	0.004814	0.004001	0.008882	0.007595	0.004920	0.003455	0.000985	0.000985	0.481617	0.936906	-156214.581
71775	0.002794	0.003409	0.015188	0.004586	0.003989	0.006949	0.008021	0.004996	0.003460	0.001047	0.001047	0.469938	0.936906	-156271.803
71780	0.002395	0.003241	0.016400	0.004571	0.003777	0.008297	0.010201	0.004684	0.003300	0.000986	0.000986	0.469938	0.936906	-156218.032
71785	0.002366	0.003025	0.017331	0.004517	0.004520	0.007577	0.009760	0.004628	0.003154	0.000998	0.000998	0.562567	0.936906	-156179.554
71790	0.002366	0.003025	0.013758	0.004803	0.004378	0.007437	0.008694	0.004628	0.003224	0.000920	0.000920	0.496348	0.936906	-156139.515
71795	0.002035	0.003082	0.017438	0.005627	0.003736	0.009420	0.009456	0.004723	0.003453	0.000833	0.000833	0.468556	0.936906	-156166.448
71800	0.001954	0.002686	0.018928	0.005403	0.003361	0.009871	0.005434	0.004535	0.003485	0.000800	0.000800	0.475348	0.936906	-156189.177
71805	0.001954	0.002686	0.017161	0.005403	0.003711	0.008165	0.005311	0.004535	0.003405	0.000883	0.000883	0.453515	0.956956	-156184.712
71810	0.001954	0.002686	0.015199	0.005403	0.003983	0.008364	0.004338	0.004535	0.003421	0.000883	0.000883	0.484570	0.956956	-156125.482
71815	0.002041	0.002804	0.015027	0.005641	0.003991	0.008422	0.006170	0.004735	0.003684	0.000922	0.000922	0.467500	0.934254	-156124.158
71820	0.001932	0.002812	0.012867	0.005340	0.003706	0.007607	0.007192	0.004482	0.003555	0.000861	0.000861	0.395156	0.904903	-156161.188
71825	0.001960	0.002854	0.014590	0.005419	0.003761	0.006770	0.009088	0.004549	0.003607	0.000858	0.000858	0.416162	0.929446	-156120.464
71830	0.001908	0.002803	0.013469	0.005274	0.004470	0.006689	0.005809	0.004427	0.003441	0.000822	0.000822	0.416162	0.913209	-156160.918
71835	0.001901	0.002794	0.013193	0.005080	0.004600	0.006951	0.006539	0.004446	0.003347	0.000869	0.000869	0.448073	0.886708	-156137.893
71840	0.002004	0.002944	0.013719	0.005614	0.004767	0.008732	0.007362	0.004634	0.003571	0.000916	0.000916	0.426726	0.864487	-156125.350
71845	0.001968	0.002891	0.014587	0.005512	0.004477	0.008148	0.009350	0.004550	0.003622	0.000940	0.000940	0.426016	0.878023	-156156.702
71850	0.001968	0.002891	0.015171	0.005512	0.005608	0.006621	0.011649	0.004550	0.003298	0.000940	0.000940	0.402649	0.859660	-156090.053
71855	0.002044	0.003003	0.014289	0.005726	0.005439	0.006965	0.010030	0.004727	0.003598	0.001025	0.001025	0.440435	0.859660	-156137.320
71860	0.001934	0.002841	0.012639	0.005576	0.004955	0.007303	0.009475	0.004444	0.003497	0.000875	0.000875	0.391826	0.859660	-156168.577
71865	0.001996	0.002933	0.013183	0.006263	0.004564	0.007264	0.012195	0.004588	0.003527	0.000938	0.000938	0.394219	0.871361	-156120.158
71870	0.001888	0.002369	0.013859	0.005798	0.004710	0.007991	0.008770	0.004298	0.003127	0.000904	0.000904	0.387653	0.886861	-156091.558
71875	0.002019	0.002534	0.015211	0.005756	0.003666	0.008488	0.012220	0.004597	0.003486	0.000947	0.000947	0.405475	0.886861	-156172.257
71880	0.002051	0.002573	0.013979	0.005847	0.004010	0.008621	0.011070	0.004669	0.003610	0.000962	0.000962	0.428877	0.886861	-156154.738
71885	0.001932	0.002882	0.012572	0.005509	0.004078	0.007831	0.008643	0.004399	0.003536	0.000942	0.000942	0.411822	0.886861	-156154.332
71890	0.001977	0.003700	0.013598	0.005636	0.004288	0.006452	0.008428	0.004501	0.003546	0.001045	0.001045	0.408826	0.886861	-156140.614
71895	0.001988	0.003144	0.012772	0.005669	0.004588	0.007495	0.009580	0.004527	0.003626	0.000910	0.000910	0.433937	0.897837	-156098.415
71900	0.001920	0.003037	0.012612	0.005475	0.005457	0.006895	0.009865	0.004372	0.003496	0.000911	0.000911	0.457544	0.897837	-156144.260
71905	0.001920	0.003361	0.013283	0.005475	0.004789	0.007013	0.008846	0.004372	0.003560	0.000927	0.000927	0.416012	0.917048	-156134.889
71910	0.001920	0.003361	0.013513	0.005475	0.006742	0.007016	0.008794	0.004372	0.003342	0.000920	0.000920	0.464172	0.924120	-156099.036
71915	0.001957	0.003232	0.014026	0.005694	0.004532	0.008300	0.008830	0.004435	0.003768	0.000907	0.000907	0.455813	0.957792	-156110.169
71920	0.001957	0.003232	0.016047	0.005694	0.005130	0.007146	0.010365	0.004435	0.003411	0.001023	0.001023	0.425200	0.957792	-156149.870
71925	0.001957	0.003232	0.013920	0.005694	0.004250	0.008738	0.010606	0.004435	0.003339	0.000952	0.000952	0.432406	0.957792	-156174.301
71930	0.002190	0.002692	0.012000	0.005879	0.003502	0.009353	0.010320	0.004313	0.003283	0.000902	0.000902	0.481084	0.957792	-156163.454
71935	0.002322	0.003439	0.014354	0.006181	0.004159	0.008396	0.009714	0.004528	0.003214	0.001022	0.001022	0.496447	0.957792	-156153.691
71940	0.002055	0.002761	0.013446	0.005591	0.003248	0.010191	0.008341	0.004342	0.003184	0.000856	0.000856	0.477484	0.957792	-156179.866
71945	0.002112	0.002837	0.014124	0.005420	0.003287	0.009434	0.010792	0.004462	0.003308	0.000900	0.000900	0.477484	0.957792	-156162.508
71950	0.002112	0.002837	0.013724	0.005644	0.003141	0.008276	0.010083	0.004462	0.003419	0.000900	0.000900	0.556024	0.945622	-156179.363
71955	0.002112	0.003103	0.014705	0.005466	0.003276	0.008574	0.008873	0.004420	0.003316	0.000900	0.000900	0.542495	0.945622	-156183.227
71960	0.002135	0.003138	0.016435	0.005528	0.003516	0.008368	0.008802	0.004470	0.003206	0.000837	0.000837	0.567063	0.945622	-156147.723
71965	0.002158	0.002525	0.017943	0.005686	0.003601	0.010163	0.008481	0.004492	0.003208	0.000747	0.000747	0.622929	0.945622	-156224.622
71970	0.002164	0.003089	0.016099	0.005512	0.004377	0.006934	0.009977	0.004549	0.003178	0.000902	0.000902	0.624340	0.945622	-156194.246
71975	0.002164	0.003089	0.016083	0.005512	0.005420	0.006120	0.008760	0.004549	0.002976	0.000778	0.000778	0.607795	0.960680	-156133.767
71980	0.002102	0.002637	0.016534	0.005449	0.004089	0.005576	0.008912	0.004456	0.003123	0.000867	0.000867	0.678748	0.960680	-156174.735
71985	0.002383	0.002894	0.013625	0.005306	0.004285	0.006877	0.007425	0.004340	0.003050	0.000781	0.000781	0.670580	0.960680	-156119.965
71990	0.002453	0.002979	0.014742	0.005462	0.004130	0.006918	0.007127	0.004467	0.003297	0.000877	0.000877	0.670580	0.960680	-156135.075
71995	0.001991	0.002909	0.014878	0.005462	0.004300	0.005192	0.005714	0.004467	0.003201	0.000877	0.000877	0.682733	0.960680	-156155.774
72000	0.002032	0.003664	0.014243	0.005575	0.005295	0.004943	0.005562	0.004559	0.003157	0.000807	0.000807	0.691487	0.960680	-156161.074
72005	0.002032	0.004326	0.013966	0.005575	0.006521	0.004943	0.004885	0.004559	0.002960	0.000807	0.000807	0.691487	0.960680	-156171.258
72010	0.002032	0.003701	0.012896	0.005388	0.006313	0.004570	0.005079	0.004517	0.002886	0.000873	0.000873	0.562540	0.960680	-156171.956
72015	0.002205	0.003912	0.015223	0.005399	0.005362	0.004652	0.006695	0.004826	0.003297	0.001010	0.001010	0.550594	0.960680	-156214.411
72020	0.002104	0.003637	0.014070	0.004863	0.004801	0.005043	0.007374	0.004605	0.003288	0.000963	0.000963	0.515420	0.954431	-156137.154
72025	0.002171	0.003754	0.013310	0.005019	0.004563	0.006211	0.009388	0.004752	0.003324	0.001073	0.001073	0.467945	0.966379	-156168.346
72030	0.002203	0.003808	0.014940	0.005209	0.005129	0.006118	0.011077	0.004789	0.003364	0.001195	0.001195	0.487395	0.966379	-156142.109
72035	0.002179	0.003768	0.016965	0.005154	0.005000	0.004994	0.013690	0.004738	0.003360	0.001232	0.001232	0.533741	0.966379	-156231.192
72040	0.002207	0.004225	0.016579	0.005219	0.004893	0.005166	0.012000	0.004799	0.003478	0.001221	0.001221	0.442091	0.966379	-156132.728
72045	0.002167	0.004147	0.015331	0.005123	0.005314	0.006015	0.011367	0.004710	0.003198	0.001011	0.001011	0.475726	0.966379	-156191.281
72050	0.002075	0.003675	0.015530	0.004988	0.005649	0.005464	0.010749	0.004566	0.003249	0.000968	0.000968	0.515982	0.966379	-156159.575
72055	0.002083	0.003355	0.017029	0.005148	0.004704	0.005707	0.009705	0.004548	0.003262	0.000925	0.000925	0.509055	0.966379	-156157.736
72060	0.002036	0.002692	0.015669	0.005031	0.005223	0.005887	0.011334	0.004445	0.003176	0.000856	0.000856	0.512285	0.966379	-156146.853
72065	0.001758	0.003229	0.014264	0.005541	0.004274	0.007426	0.007823	0.004480	0.003285	0.000782	0.000782	0.498333	0.966379	-156155.000
72070	0.001796	0.002688	0.014600	0.005460	0.003612	0.009180	0.009062	0.004620	0.003513	0.000773	0.000773	0.527603	0.934624	-156157.787
72075	0.002125	0.002141	0.014503	0.005393	0.004226	0.009483	0.012238	0.004864	0.003715	0.000745	0.000745	0.515962	0.934624	-156127.266
72080	0.002125	0.002141	0.012997	0.005393	0.003705	0.008431	0.009723	0.004864	0.003784	0.000745	0.000745	0.500805	0.934624	-156124.779
72085	0.002158	0.002722	0.013136	0.005070	0.003741	0.008688	0.009429	0.004940	0.003689	0.000756	0.000756	0.528065	0.946635	-156175.836
72090	0.002120	0.002674	0.014035	0.004981	0.003535	0.007813	0.007697	0.004853	0.003738	0.000774	0.000774	0.469531	0.946635	-156153.387
72095	0.002047	0.002582	0.014968	0.005012	0.003273	0.007268	0.010957	0.004685	0.003732	0.000820	0.000820	0.459570	0.915963	-156156.158
72100	0.001966	0.002480	0.013850	0.005038	0.003138	0.006033	0.008552	0.004500	0.003589	0.000788	0.000788	0.506616	0.896466	-156174.557
72105	0.001956	0.002653	0.013906	0.005379	0.003117	0.005176	0.008597	0.004477	0.003573	0.000837	0.000837	0.506616	0.886146	-156183.943
72110	0.002065	0.002800	0.014430	0.005678	0.003302	0.006670	0.011990	0.004725	0.003762	0.000884	0.000884	0.455192	0.886146	-156126.828
72115	0.002006	0.002721	0.013294	0.005517	0.003744	0.006818	0.012195	0.004591	0.003674	0.000816	0.000816	0.441540	0.908238	-156184.760
72120	0.002040	0.002190	0.013460	0.005610	0.003504	0.007229	0.008980	0.004668	0.003741	0.000751	0.000751	0.413628	0.924777	-156154.487
72125	0.001991	0.002138	0.013387	0.005688	0.002757	0.007058	0.009355	0.004533	0.003919	0.000733	0.000733	0.376122	0.905391	-156157.857
72130	0.002272	0.002217	0.012650	0.005899	0.002855	0.007252	0.008307	0.004700	0.004069	0.000670	0.000670	0.376122	0.936858	-156124.354
72135	0.001913	0.002150	0.012891	0.005720	0.002829	0.006981	0.007933	0.004558	0.003876	0.000619	0.000619	0.401559	0.928743	-156121.542
72140	0.002045	0.002298	0.012721	0.005634	0.003143	0.007131	0.008565	0.004872	0.004010	0.000661	0.000661	0.433987	0.928743	-156190.158
72145	0.001699	0.002403	0.015028	0.005379	0.002719	0.007435	0.009604	0.004652	0.003829	0.000631	0.000631	0.467177	0.945411	-156175.214
72150	0.001831	0.002591	0.015212	0.005458	0.003014	0.007778	0.009538	0.005015	0.004035	0.000732	0.000732	0.489221	0.912159	-156182.610
72155	0.001717	0.002429	0.014557	0.005117	0.002818	0.008875	0.010319	0.004702	0.003792	0.000664	0.000664	0.489221	0.912159	-156155.567
72160	0.001765	0.002497	0.016177	0.005259	0.003099	0.008095	0.008587	0.004833	0.003686	0.000728	0.000728	0.515795	0.921205	-156193.840
72165	0.001670	0.002721	0.016080	0.004978	0.002924	0.007218	0.008080	0.004574	0.003497	0.000689	0.000689	0.490816	0.936891	-156180.488
72170	0.001670	0.003051	0.018001	0.004976	0.003272	0.006469	0.009577	0.004572	0.003469	0.000768	0.000768	0.541370	0.936891	-156206.276
72175	0.001749	0.003196	0.016599	0.005211	0.004297	0.005114	0.011139	0.004788	0.003526	0.000873	0.000873	0.557569	0.910756	-156181.447
72180	0.001781	0.003255	0.014766	0.005308	0.004260	0.005210	0.012623	0.004878	0.003464	0.000889	0.000889	0.569691	0.910756	-156193.298
72185	0.001744	0.003187	0.015506	0.004795	0.003454	0.005918	0.009274	0.004776	0.003436	0.000870	0.000870	0.628315	0.931179	-156165.791
72190	0.001812	0.002976	0.014671	0.005007	0.003334	0.006787	0.012275	0.004955	0.003771	0.000896	0.000896	0.624800	0.954928	-156186.056
72195	0.001738	0.002625	0.015557	0.004802	0.003299	0.007079	0.013518	0.004752	0.003528	0.000760	0.000760	0.624800	0.954928	-156158.977
72200	0.001728	0.002611	0.016809	0.004776	0.003241	0.009298	0.009880	0.004727	0.003445	0.000813	0.000813	0.542991	0.954928	-156218.472
72205	0.002146	0.003094	0.016201	0.004829	0.003497	0.008078	0.009071	0.004779	0.003314	0.000886	0.000886	0.596667	0.947720	-156214.066
72210	0.002093	0.003614	0.015862	0.004710	0.003395	0.007030	0.006007	0.004661	0.003244	0.000907	0.000907	0.625440	0.947720	-156228.124
72215	0.002217	0.003827	0.015585	0.005041	0.004741	0.006792	0.006486	0.004918	0.003173	0.000913	0.000913	0.641531	0.947868	-156217.076
72220	0.002155	0.003720	0.014352	0.004885	0.004119	0.007969	0.004352	0.004785	0.003227	0.000793	0.000793	0.628106	0.940039	-156195.189
72225	0.002200	0.003144	0.015882	0.004987	0.004355	0.007170	0.004443	0.004885	0.003209	0.000810	0.000810	0.684913	0.914471	-156193.576
72230	0.002127	0.003040	0.015068	0.004822	0.003956	0.006783	0.005075	0.004723	0.003249	0.000800	0.000800	0.646815	0.914471	-156198.595
72235	0.002139	0.002544	0.012112	0.005333	0.003254	0.007963	0.004524	0.004750	0.003389	0.000805	0.000805	0.606307	0.914471	-156200.656
72240	0.002190	0.002605	0.012663	0.005460	0.003347	0.008756	0.004866	0.004863	0.003457	0.000851	0.000851	0.590560	0.914471	-156199.781
72245	0.002181	0.002756	0.013184	0.005437	0.003138	0.009210	0.005811	0.004843	0.003604	0.000877	0.000877	0.591181	0.886666	-156188.618
72250	0.002080	0.002256	0.015244	0.005437	0.002596	0.009893	0.006096	0.004564	0.003374	0.000802	0.000802	0.521725	0.838305	-156228.563
72255	0.002078	0.002254	0.016291	0.005035	0.002882	0.009815	0.008116	0.004560	0.003250	0.000737	0.000737	0.505543	0.837085	-156182.839
72260	0.002078	0.002254	0.015121	0.005035	0.003353	0.010029	0.009302	0.004560	0.003335	0.000722	0.000722	0.524219	0.866338	-156195.453
72265	0.002109	0.002287	0.017712	0.005110	0.003533	0.010452	0.011959	0.004628	0.003288	0.000732	0.000732	0.544729	0.837556	-156143.123
72270	0.002109	0.002287	0.015581	0.005135	0.003597	0.008637	0.011184	0.004619	0.003241	0.000776	0.000776	0.528440	0.817603	-156190.073
72275	0.002185	0.002370	0.014574	0.005431	0.004710	0.008796	0.014570	0.004754	0.003134	0.000774	0.000774	0.493967	0.850785	-156129.567
72280	0.002056	0.002230	0.013460	0.005349	0.005040	0.006600	0.014320	0.004396	0.002687	0.000812	0.000812	0.508168	0.822555	-156156.504
72285	0.002150	0.002332	0.013866	0.005735	0.005830	0.007048	0.013959	0.004667	0.002806	0.000832	0.000832	0.499375	0.799899	-156151.193
72290	0.002070	0.002245	0.014594	0.005521	0.004949	0.006507	0.012272	0.004492	0.002956	0.000800	0.000800	0.551655	0.747663	-156153.516
72295	0.002092	0.002269	0.013293	0.006102	0.005314	0.007491	0.014955	0.004541	0.002860	0.000809	0.000809	0.505784	0.720811	-156148.088
72300	0.002078	0.002254	0.014368	0.005485	0.006123	0.006056	0.014190	0.004510	0.002559	0.000804	0.000804	0.558153	0.714085	-156151.729
72305	0.002078	0.002254	0.013992	0.005954	0.006910	0.004043	0.014750	0.004510	0.002542	0.000969	0.000969	0.532453	0.771632	-156187.326
72310	0.002365	0.002443	0.011844	0.005692	0.007380	0.004085	0.016611	0.004437	0.002444	0.000912	0.000912	0.565565	0.792774	-156137.968
72315	0.002288	0.002364	0.012064	0.005507	0.006154	0.005181	0.015464	0.004293	0.002470	0.000896	0.000896	0.588233	0.732678	-156138.923
72320	0.001930	0.002422	0.013440	0.006026	0.004445	0.007620	0.014850	0.004374	0.002861	0.000814	0.000814	0.547502	0.752978	-156123.162
72325	0.001930	0.002422	0.015146	0.005671	0.004213	0.006439	0.016901	0.004472	0.002772	0.000860	0.000860	0.573130	0.734440	-156150.500
72330	0.001930	0.002422	0.016190	0.005848	0.003944	0.006777	0.014266	0.004424	0.002903	0.000829	0.000829	0.573130	0.720557	-156183.378
72335	0.001982	0.002159	0.017876	0.005890	0.004965	0.006557	0.015075	0.004486	0.002967	0.000851	0.000851	0.576153	0.733350	-156140.174
72340	0.001957	0.002133	0.016668	0.006041	0.004344	0.005141	0.013378	0.004377	0.002983	0.000813	0.000813	0.555298	0.691775	-156112.369
72345	0.001507	0.002566	0.017965	0.005579	0.004158	0.005262	0.013619	0.004515	0.003065	0.000778	0.000778	0.513292	0.652830	-156153.239
72350	0.001571	0.002674	0.016771	0.005203	0.004485	0.006265	0.014462	0.004706	0.003114	0.000811	0.000811	0.532377	0.716806	-156178.881
72355	0.001571	0.002674	0.015148	0.005233	0.005785	0.007330	0.014624	0.004697	0.002993	0.000720	0.000720	0.532377	0.694442	-156166.918
72360	0.001572	0.002677	0.017526	0.005238	0.005756	0.006263	0.014726	0.004701	0.002893	0.000762	0.000762	0.494186	0.701178	-156148.192
72365	0.001564	0.002663	0.016181	0.005210	0.005565	0.007963	0.014035	0.004676	0.003106	0.000758	0.000758	0.462900	0.676942	-156104.806
72370	0.001470	0.002502	0.015526	0.004896	0.005349	0.006273	0.014588	0.004395	0.002691	0.000712	0.000712	0.464572	0.710901	-156130.495
72375	0.001571	0.002675	0.016788	0.005208	0.006846	0.007439	0.014058	0.004783	0.002616	0.000844	0.000844	0.465184	0.746047	-156182.471
72380	0.001607	0.002735	0.015447	0.005058	0.006920	0.006728	0.014692	0.004838	0.002613	0.000863	0.000863	0.530206	0.786321	-156175.661
72385	0.001607	0.003167	0.015641	0.005058	0.007214	0.005977	0.015399	0.004838	0.002749	0.000831	0.000831	0.544396	0.809186	-156113.331
72390	0.001530	0.002343	0.014791	0.004817	0.006870	0.005709	0.013980	0.004609	0.002758	0.000687	0.000687	0.541667	0.872497	-156147.830
72395	0.001634	0.002502	0.017707	0.005376	0.007026	0.006858	0.014632	0.004921	0.002813	0.000767	0.000767	0.612626	0.905129	-156176.539
72400	0.001605	0.002457	0.016139	0.005212	0.005440	0.006651	0.012470	0.004748	0.002872	0.000753	0.000753	0.582332	0.912437	-156156.703
72405	0.001605	0.002457	0.015471	0.004992	0.005438	0.005883	0.012164	0.004830	0.002875	0.000787	0.000787	0.536280	0.894234	-156167.979
72410	0.001606	0.002459	0.015357	0.005035	0.005212	0.005733	0.011404	0.004818	0.002668	0.000749	0.000749	0.604703	0.894234	-156219.201
72415	0.001606	0.002688	0.016249	0.005035	0.005009	0.004933	0.011450	0.004818	0.002547	0.000674	0.000674	0.625380	0.856109	-156139.727
72420	0.001642	0.002748	0.016034	0.004680	0.006809	0.004711	0.013326	0.004926	0.002722	0.000634	0.000634	0.592479	0.866061	-156216.832
72425	0.001604	0.003014	0.015246	0.004571	0.006234	0.005146	0.012774	0.004811	0.002796	0.000626	0.000626	0.589972	0.819166	-156180.885
72430	0.001638	0.002851	0.015705	0.004560	0.008124	0.004748	0.014801	0.004961	0.002880	0.000639	0.000639	0.589972	0.785867	-156171.010
72435	0.001819	0.002763	0.015081	0.004420	0.007566	0.003675	0.013443	0.004809	0.002630	0.000776	0.000776	0.593360	0.852736	-156168.745
72440	0.001850	0.002810	0.013243	0.004461	0.009151	0.004419	0.012186	0.004907	0.002638	0.000818	0.000818	0.633962	0.852736	-156212.243
72445	0.001873	0.002846	0.013761	0.004505	0.009801	0.005848	0.009523	0.004979	0.002608	0.000787	0.000787	0.642102	0.885440	-156209.289
72450	0.001929	0.002929	0.015196	0.004792	0.009204	0.006944	0.011898	0.005042	0.002680	0.000831	0.000831	0.593364	0.904466	-156205.605
72455	0.001827	0.003086	0.014420	0.004455	0.006327	0.006145	0.012226	0.004814	0.002649	0.000847	0.000847	0.527960	0.908055	-156219.696
72460	0.002085	0.002620	0.017491	0.004964	0.005494	0.006635	0.010040	0.004873	0.002910	0.000824	0.000824	0.521469	0.889371	-156143.592
72465	0.002085	0.002620	0.016775	0.005025	0.005413	0.007192	0.010071	0.004849	0.002942	0.000824	0.000824	0.520933	0.870267	-156162.855
72470	0.002173	0.002886	0.018275	0.005149	0.005826	0.006470	0.011072	0.004962	0.003059	0.000955	0.000955	0.557391	0.892450	-156156.196
72475	0.002084	0.002768	0.017312	0.004939	0.005548	0.006673	0.008469	0.004759	0.003031	0.000846	0.000846	0.502567	0.909134	-156156.760
72480	0.002084	0.003163	0.016469	0.005141	0.005488	0.006416	0.010268	0.004686	0.002921	0.000880	0.000880	0.476380	0.893072	-156155.550
72485	0.002040	0.003096	0.014970	0.005151	0.005164	0.006084	0.011673	0.004550	0.002833	0.001009	0.001009	0.468759	0.893072	-156169.157
72490	0.002074	0.003148	0.015646	0.005237	0.005008	0.006822	0.013942	0.004627	0.002970	0.000969	0.000969	0.474216	0.884082	-156138.119
72495	0.002027	0.003076	0.012732	0.005118	0.004829	0.006922	0.013969	0.004521	0.003168	0.000914	0.000914	0.415352	0.907753	-156150.809
72500	0.002064	0.003132	0.014136	0.005064	0.005728	0.006435	0.016885	0.004644	0.003130	0.001020	0.001020	0.393968	0.907753	-156172.101
72505	0.002032	0.003084	0.014141	0.005437	0.005452	0.006443	0.014615	0.004521	0.002950	0.000910	0.000910	0.425877	0.907753	-156143.736
72510	0.002071	0.002918	0.014904	0.005400	0.004372	0.006305	0.018397	0.004648	0.003137	0.000899	0.000899	0.496391	0.907753	-156163.310
72515	0.001973	0.002271	0.013935	0.005145	0.004565	0.006432	0.016486	0.004429	0.003005	0.000806	0.000806	0.465643	0.902947	-156225.994
72520	0.002055	0.002800	0.014308	0.005359	0.003958	0.008408	0.013909	0.004613	0.003402	0.000819	0.000819	0.472530	0.894571	-156146.885
72525	0.002056	0.002801	0.013663	0.005361	0.003031	0.008065	0.013094	0.004615	0.003639	0.000883	0.000883	0.467261	0.882031	-156121.826
72530	0.002085	0.002841	0.013030	0.005438	0.003030	0.007447	0.016150	0.004681	0.003732	0.000851	0.000851	0.470813	0.867456	-156146.914
72535	0.002017	0.002596	0.013950	0.005259	0.002895	0.007459	0.015320	0.004527	0.003644	0.000823	0.000823	0.447991	0.867456	-156146.907
72540	0.002104	0.002708	0.015202	0.005486	0.002622	0.007543	0.015659	0.004722	0.003823	0.000798	0.000798	0.400196	0.867456	-156161.143
72545	0.002015	0.002593	0.015426	0.005439	0.002769	0.007749	0.016025	0.004523	0.003663	0.000897	0.000897	0.326087	0.851395	-156158.421
72550	0.002015	0.002593	0.016733	0.005439	0.002934	0.007231	0.012563	0.004523	0.003507	0.000897	0.000897	0.313831	0.883913	-156174.944
72555	0.002148	0.002455	0.015747	0.005148	0.002597	0.006913	0.011420	0.004281	0.003487	0.000864	0.000864	0.322047	0.883913	-156178.665
72560	0.002373	0.002712	0.016392	0.005687	0.002795	0.009005	0.012248	0.004729	0.003930	0.000886	0.000886	0.298327	0.886752	-156152.066
72565	0.002281	0.002607	0.017067	0.005467	0.002368	0.008968	0.011814	0.004546	0.003640	0.000852	0.000852	0.298327	0.886752	-156193.140
72570	0.002328	0.003149	0.015843	0.005579	0.002445	0.008514	0.010205	0.004639	0.003681	0.000873	0.000873	0.298327	0.866772	-156185.739
72575	0.002748	0.002716	0.014840	0.005575	0.002389	0.007029	0.009152	0.004636	0.003742	0.000955	0.000955	0.345654	0.854640	-156160.603
72580	0.002515	0.002716	0.014930	0.005575	0.002395	0.005953	0.007761	0.004636	0.003735	0.000924	0.000924	0.355850	0.851887	-156135.562
72585	0.002431	0.003334	0.012914	0.005894	0.002541	0.005674	0.008099	0.004480	0.003643	0.001004	0.001004	0.388448	0.880524	-156143.687
