Gen	theta_1M	theta_2T	theta_3N	theta_4R	theta_5S	theta_6X	theta_7Y	tau_4R	tau_5S	tau_6X	tau_7Y	phi_X	phi_Y	lnL
72590	0.002341	0.003923	0.014591	0.005675	0.002686	0.006323	0.007531	0.004314	0.003559	0.001099	0.001099	0.422956	0.851572	-156196.448
72595	0.002447	0.003627	0.016201	0.005935	0.002761	0.006809	0.007805	0.004511	0.003766	0.001128	0.001128	0.453812	0.903634	-156127.801
72600	0.002383	0.003532	0.015353	0.005779	0.003145	0.006799	0.007191	0.004393	0.003474	0.001071	0.001071	0.500383	0.922358	-156161.439
72605	0.001981	0.003408	0.015500	0.005576	0.002873	0.007596	0.009339	0.004239	0.003484	0.000931	0.000931	0.537180	0.922358	-156118.216
72610	0.002078	0.003039	0.018744	0.005851	0.003199	0.007339	0.007909	0.004448	0.003501	0.000977	0.000977	0.492689	0.922358	-156105.084
72615	0.002072	0.003029	0.018320	0.005834	0.003194	0.006552	0.010210	0.004434	0.003486	0.000833	0.000833	0.545443	0.897147	-156116.089
72620	0.002072	0.002155	0.016765	0.006576	0.003278	0.007055	0.009177	0.004434	0.003417	0.000833	0.000833	0.568579	0.918211	-156124.843
72625	0.002002	0.002082	0.017395	0.006353	0.002918	0.007939	0.009024	0.004284	0.003514	0.000732	0.000732	0.558857	0.941848	-156139.842
72630	0.002111	0.002999	0.016997	0.005624	0.002424	0.008400	0.009725	0.004518	0.003756	0.000769	0.000769	0.592561	0.963112	-156172.742
72635	0.001755	0.002947	0.014741	0.005527	0.002412	0.007760	0.008143	0.004439	0.003656	0.000770	0.000770	0.554357	0.963112	-156178.362
72640	0.001758	0.002952	0.014854	0.005537	0.002435	0.007212	0.009705	0.004447	0.003641	0.000746	0.000746	0.608965	0.963112	-156133.654
72645	0.001896	0.003183	0.015842	0.005597	0.002747	0.006339	0.012249	0.004795	0.003786	0.000805	0.000805	0.639474	0.963112	-156173.212
72650	0.001949	0.003272	0.014356	0.005418	0.002770	0.006163	0.011454	0.004929	0.003952	0.000746	0.000746	0.617618	0.984372	-156176.041
72655	0.001768	0.002968	0.014177	0.004915	0.002866	0.006437	0.008811	0.004472	0.003506	0.000677	0.000677	0.660662	0.986141	-156143.058
72660	0.001783	0.003055	0.014019	0.004958	0.003184	0.006411	0.009556	0.004511	0.003596	0.000691	0.000691	0.666668	0.979386	-156188.419
72665	0.001838	0.003149	0.014397	0.005672	0.003793	0.006607	0.009762	0.004649	0.003642	0.000713	0.000713	0.641570	0.979386	-156160.711
72670	0.001722	0.002950	0.015176	0.005313	0.002731	0.006496	0.007320	0.004355	0.003526	0.000616	0.000616	0.671023	0.976173	-156186.532
72675	0.001780	0.002354	0.015327	0.005237	0.002610	0.008729	0.007115	0.004550	0.003597	0.000570	0.000570	0.635908	0.971118	-156122.813
72680	0.001575	0.002354	0.015615	0.005247	0.002554	0.008368	0.007716	0.004548	0.003663	0.000570	0.000570	0.661389	0.965962	-156160.269
72685	0.001575	0.002354	0.013135	0.005355	0.002840	0.006904	0.005778	0.004548	0.003630	0.000570	0.000570	0.633810	0.965962	-156110.158
72690	0.001601	0.002394	0.013972	0.005774	0.002409	0.007527	0.005876	0.004576	0.003709	0.000618	0.000618	0.668599	0.965962	-156145.401
72695	0.001570	0.002347	0.014699	0.005171	0.002321	0.006535	0.007432	0.004486	0.003690	0.000606	0.000606	0.647658	0.952931	-156150.596
72700	0.001614	0.002413	0.015146	0.005768	0.002492	0.006481	0.007958	0.004612	0.003658	0.000623	0.000623	0.667490	0.952931	-156113.799
72705	0.001614	0.002696	0.016556	0.005168	0.002606	0.007029	0.006666	0.004612	0.003524	0.000604	0.000604	0.652800	0.952931	-156150.400
72710	0.001570	0.002622	0.015509	0.005027	0.002708	0.007100	0.008242	0.004485	0.003240	0.000541	0.000541	0.621677	0.952931	-156159.469
72715	0.001602	0.002677	0.017020	0.004948	0.002683	0.007082	0.009745	0.004626	0.003392	0.000552	0.000552	0.620364	0.952931	-156188.117
72720	0.001621	0.002708	0.017888	0.005006	0.002656	0.007791	0.009838	0.004680	0.003495	0.000559	0.000559	0.663572	0.952931	-156164.654
72725	0.001592	0.002659	0.017318	0.005445	0.002604	0.007649	0.008533	0.004595	0.003436	0.000549	0.000549	0.667298	0.952931	-156152.748
72730	0.001615	0.002698	0.015342	0.005524	0.002677	0.006361	0.008439	0.004662	0.003447	0.000607	0.000607	0.664367	0.973168	-156166.381
72735	0.001610	0.002873	0.016509	0.005307	0.002630	0.006082	0.008715	0.004571	0.003479	0.000605	0.000605	0.645940	0.973168	-156181.774
72740	0.001610	0.003192	0.017456	0.005601	0.003416	0.006621	0.010586	0.004609	0.003271	0.000605	0.000605	0.655967	0.973168	-156164.311
72745	0.001582	0.003135	0.015251	0.006031	0.003146	0.006231	0.010725	0.004527	0.003387	0.000594	0.000594	0.659847	0.974606	-156168.816
72750	0.001615	0.003201	0.015716	0.005738	0.003262	0.006469	0.009886	0.004622	0.003415	0.000595	0.000595	0.673429	0.980317	-156209.750
72755	0.001615	0.003340	0.016130	0.005738	0.003435	0.006332	0.009265	0.004622	0.003272	0.000595	0.000595	0.673429	0.985291	-156134.638
72760	0.001605	0.002714	0.014173	0.005355	0.003510	0.005775	0.007216	0.004677	0.003182	0.000645	0.000645	0.625094	0.975243	-156198.771
72765	0.001605	0.002714	0.013746	0.005355	0.004372	0.006569	0.008260	0.004677	0.003039	0.000567	0.000567	0.613979	0.982655	-156154.904
72770	0.001616	0.002732	0.016276	0.005391	0.003830	0.007256	0.007282	0.004708	0.003432	0.000571	0.000571	0.620510	0.975643	-156163.981
72775	0.001583	0.002677	0.016432	0.005430	0.003764	0.005943	0.006975	0.004579	0.003353	0.000610	0.000610	0.585233	0.975643	-156143.045
72780	0.001529	0.002591	0.015919	0.005243	0.003738	0.007543	0.005239	0.004421	0.003166	0.000534	0.000534	0.529306	0.975643	-156120.585
72785	0.001636	0.002773	0.013638	0.006238	0.003954	0.007210	0.004714	0.004731	0.003421	0.000571	0.000571	0.564504	0.975643	-156184.560
72790	0.001615	0.002460	0.015915	0.006158	0.003932	0.006520	0.004539	0.004671	0.003358	0.000564	0.000564	0.528011	0.957930	-156123.809
72795	0.001615	0.002848	0.014220	0.005368	0.003879	0.007064	0.003924	0.004671	0.003396	0.000564	0.000564	0.579602	0.957930	-156147.604
72800	0.001615	0.003051	0.013248	0.004971	0.004128	0.006252	0.006321	0.004807	0.003225	0.000564	0.000564	0.625183	0.957930	-156099.667
72805	0.001519	0.002869	0.013146	0.004989	0.004325	0.005900	0.005264	0.004605	0.002982	0.000607	0.000607	0.639651	0.957930	-156142.716
72810	0.001568	0.002963	0.015837	0.005463	0.004846	0.006094	0.007072	0.004756	0.003039	0.000627	0.000627	0.588618	0.957930	-156150.200
72815	0.001491	0.003020	0.014367	0.004448	0.004303	0.005882	0.009254	0.004521	0.003054	0.000630	0.000630	0.612215	0.968127	-156169.547
72820	0.001592	0.002660	0.015592	0.005129	0.005466	0.007040	0.009631	0.004829	0.003406	0.000624	0.000624	0.606615	0.964465	-156154.987
72825	0.001592	0.002114	0.015411	0.005068	0.005693	0.006534	0.008898	0.004842	0.003295	0.000609	0.000609	0.526300	0.964465	-156162.898
72830	0.001547	0.002536	0.013039	0.004925	0.005781	0.005383	0.006056	0.004706	0.003366	0.000698	0.000698	0.526300	0.945514	-156141.590
72835	0.001605	0.002436	0.014778	0.005428	0.006459	0.005584	0.005653	0.004882	0.003571	0.000724	0.000724	0.509250	0.945514	-156151.515
72840	0.001533	0.002326	0.013971	0.005185	0.005657	0.005478	0.005351	0.004662	0.003555	0.000673	0.000673	0.549031	0.922166	-156113.821
72845	0.001483	0.002735	0.013340	0.005464	0.004819	0.004908	0.005600	0.004511	0.003532	0.000651	0.000651	0.549031	0.943923	-156186.363
72850	0.001505	0.003318	0.014512	0.005332	0.004226	0.005777	0.006272	0.004509	0.003495	0.000661	0.000661	0.587178	0.970222	-156156.193
72855	0.001513	0.003058	0.015140	0.005350	0.003652	0.005478	0.007250	0.004531	0.003729	0.000617	0.000617	0.545521	0.954588	-156102.735
72860	0.001548	0.003128	0.015074	0.005762	0.002953	0.005605	0.004895	0.004636	0.003920	0.000631	0.000631	0.613841	0.920750	-156095.284
72865	0.001590	0.003215	0.013058	0.005610	0.002634	0.005759	0.005513	0.004764	0.004094	0.000648	0.000648	0.604315	0.950945	-156166.373
72870	0.001587	0.002353	0.012228	0.005344	0.002726	0.006673	0.006762	0.004783	0.003960	0.000573	0.000573	0.633885	0.950945	-156187.538
72875	0.001538	0.002280	0.012683	0.005179	0.002625	0.006106	0.006565	0.004635	0.003858	0.000588	0.000588	0.631475	0.950945	-156125.246
72880	0.001498	0.002221	0.012281	0.005044	0.002503	0.006581	0.007871	0.004514	0.003825	0.000573	0.000573	0.597720	0.950945	-156105.088
72885	0.001566	0.002322	0.012992	0.005439	0.002680	0.007925	0.007745	0.004698	0.003922	0.000599	0.000599	0.566863	0.950945	-156090.523
72890	0.001268	0.002416	0.014409	0.005658	0.003331	0.007370	0.005683	0.004886	0.004072	0.000573	0.000573	0.613742	0.950945	-156164.638
72895	0.001229	0.002342	0.013768	0.005094	0.005088	0.008479	0.005057	0.004768	0.003741	0.000555	0.000555	0.538073	0.950945	-156113.012
72900	0.001247	0.002375	0.012074	0.005165	0.004316	0.008355	0.005613	0.004835	0.003917	0.000623	0.000623	0.538073	0.950945	-156121.912
72905	0.001204	0.002129	0.012593	0.004989	0.004521	0.007823	0.004311	0.004670	0.003567	0.000521	0.000521	0.579176	0.939968	-156115.861
72910	0.001233	0.002179	0.013032	0.005243	0.004905	0.008951	0.004414	0.004752	0.003476	0.000534	0.000534	0.560947	0.939968	-156178.943
72915	0.001181	0.002088	0.014055	0.005088	0.003995	0.008165	0.005308	0.004538	0.003347	0.000511	0.000511	0.602402	0.916620	-156199.377
72920	0.001216	0.002150	0.014126	0.005238	0.004480	0.010551	0.006836	0.004672	0.003569	0.000526	0.000526	0.616994	0.941368	-156104.590
72925	0.001222	0.001821	0.014131	0.005266	0.003558	0.009363	0.004488	0.004697	0.003739	0.000529	0.000529	0.616994	0.918268	-156153.596
72930	0.001166	0.001738	0.014124	0.005726	0.003810	0.008502	0.004781	0.004481	0.003442	0.000505	0.000505	0.577372	0.931869	-156115.954
72935	0.001182	0.001761	0.013735	0.005803	0.003831	0.007704	0.007336	0.004542	0.003513	0.000512	0.000512	0.572771	0.931869	-156114.987
72940	0.001228	0.001829	0.016401	0.005440	0.005821	0.007191	0.007046	0.004717	0.003373	0.000496	0.000496	0.612126	0.945112	-156160.924
72945	0.001197	0.001784	0.016807	0.005305	0.004823	0.007777	0.006720	0.004600	0.003265	0.000483	0.000483	0.629276	0.945112	-156145.760
72950	0.001231	0.001833	0.016947	0.005453	0.003872	0.008914	0.007330	0.004728	0.003512	0.000497	0.000497	0.574428	0.945112	-156123.334
72955	0.001199	0.001786	0.015677	0.005313	0.003712	0.010332	0.009431	0.004606	0.003470	0.000484	0.000484	0.603337	0.958689	-156062.767
72960	0.001199	0.001787	0.014720	0.005314	0.003857	0.008359	0.008651	0.004608	0.003359	0.000455	0.000455	0.586370	0.930576	-156168.905
72965	0.001191	0.001774	0.015692	0.005276	0.003034	0.010032	0.008672	0.004575	0.003369	0.000451	0.000451	0.529005	0.952799	-156172.607
72970	0.001247	0.001858	0.016974	0.005397	0.003019	0.007985	0.008169	0.004820	0.003686	0.000473	0.000473	0.576171	0.952799	-156133.597
72975	0.001211	0.001804	0.014885	0.005242	0.002878	0.007143	0.005593	0.004682	0.003640	0.000500	0.000500	0.580990	0.936276	-156130.020
72980	0.001265	0.002363	0.014383	0.005477	0.002669	0.006990	0.005398	0.004892	0.003848	0.000476	0.000476	0.650989	0.936276	-156129.761
72985	0.001214	0.002266	0.015206	0.004958	0.003020	0.006220	0.005310	0.004753	0.003723	0.000492	0.000492	0.598499	0.936276	-156163.448
72990	0.001213	0.002265	0.014497	0.005010	0.003082	0.007276	0.005577	0.004741	0.003654	0.000566	0.000566	0.588294	0.936276	-156180.002
72995	0.001189	0.002221	0.015333	0.004992	0.003142	0.007917	0.006807	0.004741	0.003467	0.000481	0.000481	0.610789	0.936276	-156142.833
73000	0.001222	0.002282	0.014340	0.005463	0.003108	0.007422	0.007852	0.004918	0.003682	0.000494	0.000494	0.633269	0.956726	-156160.441
73005	0.001214	0.002268	0.013521	0.005428	0.003741	0.006960	0.008592	0.004886	0.003608	0.000491	0.000491	0.673446	0.956726	-156121.967
73010	0.001165	0.002176	0.013979	0.004957	0.003020	0.006380	0.009508	0.004747	0.003537	0.000471	0.000471	0.632422	0.956726	-156134.930
73015	0.001179	0.002202	0.014686	0.005381	0.003624	0.005637	0.009901	0.004803	0.003660	0.000502	0.000502	0.664360	0.956726	-156144.712
73020	0.001179	0.002202	0.014123	0.005381	0.003662	0.006398	0.010097	0.004803	0.003627	0.000502	0.000502	0.680467	0.945647	-156132.117
73025	0.001180	0.002204	0.015328	0.005280	0.002702	0.006970	0.010578	0.004833	0.003556	0.000473	0.000473	0.680467	0.887689	-156079.079
73030	0.001172	0.002188	0.017843	0.005244	0.002671	0.006854	0.011970	0.004800	0.003546	0.000470	0.000470	0.683850	0.915351	-156149.019
73035	0.001213	0.002266	0.017614	0.005430	0.003585	0.006292	0.011859	0.004970	0.003521	0.000487	0.000487	0.643718	0.933862	-156210.783
73040	0.001165	0.002422	0.016982	0.005139	0.003303	0.006508	0.011296	0.004790	0.003501	0.000507	0.000507	0.611041	0.916396	-156147.183
73045	0.001137	0.003050	0.015859	0.005017	0.003126	0.006353	0.008095	0.004676	0.003509	0.000495	0.000495	0.611041	0.916396	-156190.268
73050	0.001150	0.002627	0.013883	0.005073	0.003193	0.006073	0.008575	0.004728	0.003517	0.000500	0.000500	0.661372	0.916396	-156157.699
73055	0.001102	0.002519	0.014416	0.005338	0.002998	0.005824	0.010185	0.004579	0.003434	0.000480	0.000480	0.697543	0.916396	-156200.248
73060	0.001091	0.002208	0.014225	0.005283	0.002995	0.006719	0.011171	0.004532	0.003372	0.000475	0.000475	0.726985	0.879654	-156118.860
73065	0.001097	0.002219	0.013949	0.005338	0.003066	0.006326	0.012149	0.004550	0.003336	0.000477	0.000477	0.726985	0.945953	-156187.595
73070	0.001055	0.002489	0.015316	0.006040	0.002495	0.006442	0.011676	0.004375	0.003267	0.000459	0.000459	0.710543	0.955274	-156165.902
73075	0.001030	0.002432	0.017635	0.005901	0.002241	0.005954	0.013911	0.004275	0.003433	0.000448	0.000448	0.726332	0.966728	-156127.785
73080	0.001063	0.002510	0.015720	0.006090	0.002258	0.006342	0.015749	0.004412	0.003618	0.000463	0.000463	0.743016	0.966728	-156135.722
73085	0.001086	0.002363	0.018346	0.006219	0.002419	0.006477	0.014531	0.004505	0.003543	0.000472	0.000472	0.727200	0.966728	-156173.001
73090	0.001025	0.002663	0.017776	0.005208	0.002352	0.005095	0.013634	0.004254	0.003263	0.000446	0.000446	0.730143	0.966728	-156163.699
73095	0.001070	0.002779	0.014869	0.005807	0.002360	0.005547	0.012907	0.004440	0.003522	0.000465	0.000465	0.693462	0.981566	-156154.919
73100	0.001116	0.002900	0.014555	0.005811	0.002518	0.006960	0.013976	0.004660	0.003604	0.000486	0.000486	0.693462	0.985059	-156146.778
73105	0.001099	0.002551	0.012527	0.005719	0.002369	0.007066	0.015559	0.004586	0.003689	0.000478	0.000478	0.642306	0.985537	-156148.119
73110	0.001068	0.002479	0.014264	0.005558	0.002284	0.006590	0.016335	0.004457	0.003609	0.000464	0.000464	0.634682	0.954281	-156175.350
73115	0.001042	0.002021	0.013091	0.005224	0.002555	0.005965	0.016079	0.004351	0.003475	0.000486	0.000486	0.647241	0.954281	-156122.139
73120	0.001112	0.001830	0.016233	0.005576	0.003013	0.008378	0.014801	0.004644	0.003648	0.000432	0.000432	0.608071	0.941351	-156070.656
73125	0.001047	0.001723	0.015787	0.005588	0.002768	0.007925	0.011923	0.004421	0.003507	0.000432	0.000432	0.678316	0.941351	-156086.699
73130	0.001042	0.001715	0.016563	0.005029	0.002837	0.007219	0.011501	0.004400	0.003402	0.000430	0.000430	0.678316	0.941351	-156131.927
73135	0.001078	0.001774	0.018318	0.005786	0.002941	0.007478	0.013550	0.004551	0.003512	0.000445	0.000445	0.661134	0.954929	-156100.719
73140	0.001043	0.001717	0.018892	0.005221	0.002918	0.007468	0.011486	0.004482	0.003328	0.000431	0.000431	0.583192	0.938272	-156161.775
73145	0.001069	0.002200	0.018952	0.005347	0.003097	0.007949	0.012038	0.004590	0.003305	0.000441	0.000441	0.559220	0.938272	-156127.344
73150	0.001019	0.002097	0.018651	0.005097	0.002898	0.009584	0.014371	0.004376	0.003201	0.000421	0.000421	0.604548	0.938272	-156104.574
73155	0.001062	0.002185	0.023253	0.005312	0.003032	0.010033	0.014270	0.004560	0.003324	0.000438	0.000438	0.561341	0.938272	-156130.353
73160	0.001000	0.002059	0.017926	0.005715	0.003022	0.009189	0.011765	0.004296	0.002983	0.000413	0.000413	0.617873	0.938272	-156166.067
73165	0.001047	0.002155	0.018391	0.005982	0.003183	0.008875	0.011337	0.004497	0.003106	0.000432	0.000432	0.638745	0.917333	-156106.536
73170	0.001079	0.001867	0.018325	0.005425	0.003408	0.007640	0.010170	0.004633	0.003096	0.000445	0.000445	0.642262	0.917333	-156142.929
73175	0.001079	0.001616	0.015440	0.005356	0.003312	0.008493	0.009658	0.004652	0.003172	0.000396	0.000396	0.630399	0.899908	-156111.899
73180	0.001053	0.001578	0.015344	0.005558	0.004634	0.006327	0.011525	0.004543	0.002948	0.000449	0.000449	0.630399	0.838313	-156154.127
73185	0.001091	0.002036	0.016170	0.005523	0.005421	0.005807	0.012367	0.004775	0.003055	0.000465	0.000465	0.644889	0.858048	-156148.793
73190	0.001104	0.002061	0.016546	0.005776	0.005122	0.006676	0.014334	0.004894	0.003280	0.000471	0.000471	0.649701	0.883254	-156113.959
73195	0.001018	0.001899	0.015379	0.005215	0.004702	0.006584	0.012097	0.004510	0.003033	0.000434	0.000434	0.648798	0.856718	-156096.955
73200	0.000994	0.001855	0.014193	0.005250	0.005464	0.006087	0.011414	0.004441	0.002843	0.000424	0.000424	0.700762	0.866722	-156162.915
73205	0.001007	0.002030	0.012482	0.005393	0.004957	0.006495	0.011122	0.004478	0.002904	0.000429	0.000429	0.709903	0.911946	-156121.863
73210	0.001075	0.001707	0.013460	0.005767	0.004868	0.006924	0.010747	0.004725	0.003332	0.000458	0.000458	0.707818	0.894950	-156112.144
73215	0.001054	0.001673	0.014548	0.005356	0.004874	0.008256	0.010714	0.004632	0.003207	0.000449	0.000449	0.691573	0.894950	-156128.149
73220	0.001060	0.001682	0.013843	0.005384	0.004225	0.008387	0.009110	0.004657	0.003180	0.000512	0.000512	0.708709	0.834170	-156116.506
73225	0.001019	0.001617	0.015736	0.005176	0.003821	0.008795	0.008858	0.004476	0.003219	0.000428	0.000428	0.670292	0.834170	-156141.425
73230	0.001101	0.001747	0.016443	0.005249	0.004341	0.009334	0.009942	0.004808	0.003330	0.000463	0.000463	0.685231	0.816224	-156112.718
73235	0.001114	0.001768	0.014948	0.005546	0.004272	0.010539	0.008824	0.004866	0.003453	0.000468	0.000468	0.674229	0.844921	-156143.249
73240	0.001106	0.001756	0.012328	0.005507	0.004220	0.009029	0.005140	0.004831	0.003443	0.000465	0.000465	0.656118	0.844921	-156131.047
73245	0.001106	0.001756	0.012289	0.005563	0.003710	0.007737	0.007294	0.004739	0.003442	0.000465	0.000465	0.692757	0.824388	-156072.413
73250	0.001045	0.001660	0.012902	0.005258	0.003364	0.008298	0.008394	0.004479	0.003372	0.000440	0.000440	0.710860	0.818201	-156198.791
73255	0.001100	0.001746	0.014627	0.005534	0.003742	0.007862	0.009060	0.004714	0.003389	0.000535	0.000535	0.692307	0.818201	-156161.074
73260	0.001100	0.001746	0.014256	0.005534	0.003802	0.007126	0.009716	0.004714	0.003344	0.000535	0.000535	0.686093	0.778341	-156147.374
73265	0.001071	0.001700	0.012806	0.005385	0.003478	0.006609	0.010075	0.004587	0.003433	0.000496	0.000496	0.683534	0.846961	-156157.941
73270	0.001041	0.001653	0.012545	0.005236	0.003414	0.005589	0.010206	0.004460	0.003312	0.000409	0.000409	0.679331	0.812609	-156101.679
73275	0.001101	0.001748	0.014466	0.005540	0.004802	0.005488	0.010098	0.004719	0.003508	0.000490	0.000490	0.677783	0.812609	-156119.033
73280	0.001093	0.001735	0.015000	0.005241	0.003911	0.004776	0.012474	0.004683	0.003529	0.000486	0.000486	0.668869	0.812609	-156118.423
73285	0.001093	0.001735	0.017214	0.005241	0.003246	0.005746	0.012222	0.004683	0.003582	0.000486	0.000486	0.617725	0.771783	-156076.005
73290	0.001069	0.001697	0.017024	0.005126	0.003275	0.005568	0.012831	0.004580	0.003410	0.000475	0.000475	0.581850	0.771783	-156137.909
73295	0.001072	0.001702	0.016387	0.005192	0.003753	0.005077	0.012391	0.004678	0.003389	0.000477	0.000477	0.670214	0.791341	-156114.788
73300	0.001117	0.001774	0.017359	0.005411	0.004014	0.005763	0.010421	0.004875	0.003454	0.000497	0.000497	0.609142	0.793405	-156164.339
73305	0.001076	0.001708	0.015656	0.005210	0.004332	0.006147	0.008627	0.004694	0.003324	0.000478	0.000478	0.578964	0.804765	-156112.362
73310	0.001070	0.001699	0.014687	0.005183	0.004223	0.005757	0.009677	0.004670	0.003219	0.000476	0.000476	0.577457	0.773987	-156125.775
73315	0.001070	0.001699	0.015772	0.005305	0.003188	0.006282	0.009966	0.004670	0.003470	0.000476	0.000476	0.594091	0.792535	-156129.148
